event_type	system_clock	game_time	current_game	e1	e2	e3	foes	ship_alive	ship_x	ship_y	ship_vel_x	ship_vel_y	ship_orientation	mine_alive	mine_x	mine_y	fortress_alive	fortress_orientation	missile	shell	bonus	score_pnts	score_cntrl	score_vlcty	score_vlner	score_iff	score_intrvl	score_speed	score_shots	thrust_key	left_key	right_key	fire_key	iff_key	shots_key	pnts_key	configfixation_number	fix_x	fix_y
STATE	1304712795.928062	32219	1				K U W	y	468.214	527.165	-6.000	-0.967	108.000	n	-	-	y	280.0	"369.752 241.236 465.062 505.643 "	""	B	0	0	0	6		0	0	87	y	n	y	y	n	n	n	19	676	496
STATE	1304712795.960345	32251	1				K U W	y	462.214	527.838	-6.000	-0.674	102.000	n	-	-	y	260.0	"357.996 225.056 458.882 486.622 "	""	B	0	0	0	6		0	0	87	y	n	y	y	n	n	n	19	676	497
EVENT	1304712795.974525	32265	1	release	fire	None
STATE	1304712795.993919	32285	1				K U W	y	456.214	528.214	-6.000	-0.375	96.000	n	-	-	y	260.0	"346.240 208.875 452.702 467.600 "	""	B	0	0	0	6		0	0	87	y	n	y	n	n	n	n	19	675	497
STATE	1304712796.026070	32318	1				K U W	y	450.214	528.289	-6.000	-0.075	90.000	n	-	-	y	260.0	"334.484 192.695 446.521 448.579 "	""	B	0	0	0	6		0	0	87	y	n	y	n	n	n	n	19	675	498
STATE	1304712796.059009	32351	1				K U W	y	444.245	528.066	-5.969	0.223	84.000	n	-	-	y	260.0	"322.729 176.515 440.341 429.558 "	""	B	0	0	0	6		0	0	87	y	n	y	n	n	n	n	19	675	498
EVENT	1304712796.072918	32365	1	collide	missile_1	fortress
EVENT	1304712796.073066	32365	1	score+	vlner	1
STATE	1304712796.092252	32384	1				K U W	y	438.339	527.550	-5.906	0.516	78.000	n	-	-	y	260.0	"310.973 160.334 "	""	B	0	0	0	7		0	0	87	y	n	y	n	n	n	n	19	675	498
EVENT	1304712796.105892	32398	1	bonus	cue_disappears	None
STATE	1304712796.125158	32417	1				K U W	y	432.525	526.748	-5.814	0.802	72.000	n	-	-	y	260.0	"299.217 144.154 "	""	B	0	0	0	7		0	0	87	y	n	y	n	n	n	n	19	674	499
STATE	1304712796.158486	32450	1				K U W	y	426.834	525.672	-5.692	1.076	66.000	n	-	-	y	260.0	"287.462 127.974 "	""	B	0	0	0	7		0	0	87	y	n	y	n	n	n	n	19	674	499
EVENT	1304712796.172505	32464	1	release	right	None
STATE	1304712796.191821	32484	1				K U W	y	421.292	524.336	-5.542	1.336	60.000	n	-	-	y	260.0	"275.706 111.793 "	""	B	0	0	0	7		0	0	87	y	n	n	n	n	n	n	19	674	499
STATE	1304712796.223713	32515	1				K U W	y	415.901	522.741	-5.392	1.595	60.000	n	-	-	y	240.0	"263.950 95.613 "	""	B	0	0	0	7		0	0	87	y	n	n	n	n	n	n	20	644	502
STATE	1304712796.256631	32548	1				K U W	y	410.659	520.886	-5.242	1.855	60.000	n	-	-	y	240.0	"252.195 79.433 "	""	B	0	0	0	7		0	0	87	y	n	n	n	n	n	n	20	644	501
STATE	1304712796.289712	32581	1				K U W	y	405.568	518.771	-5.092	2.115	60.000	n	-	-	y	240.0	"240.439 63.252 "	""	B	0	0	0	7		0	0	87	y	n	n	n	n	n	n	20	645	501
STATE	1304712796.322601	32614	1				K U W	y	400.626	516.396	-4.942	2.375	60.000	n	-	-	y	240.0	"228.683 47.072 "	""	B	0	0	0	7		0	0	87	y	n	n	n	n	n	n	20	644	501
STATE	1304712796.355687	32647	1				K U W	y	395.835	513.761	-4.792	2.635	60.000	n	-	-	y	240.0	"216.927 30.892 "	""	B	0	0	0	7		0	0	87	y	n	n	n	n	n	n	20	644	501
EVENT	1304712796.370393	32662	1	press	fire	None
STATE	1304712796.389718	32681	1				K U W	y	391.193	510.867	-4.642	2.894	60.000	n	-	-	y	240.0	"205.172 14.711 407.085 494.276 "	""	B	0	0	0	7		0	0	86	y	n	n	y	n	n	n	20	644	501
EVENT	1304712796.402680	32694	1	bounds_remove	missile	None
STATE	1304712796.421857	32714	1				K U W	y	386.701	507.713	-4.492	3.154	60.000	n	-	-	y	240.0	"417.085 476.955 "	""	B	0	0	0	7		0	0	86	y	n	n	y	n	n	n
STATE	1304712796.454668	32746	1				K U W	y	382.360	504.298	-4.342	3.414	60.000	n	-	-	y	240.0	"427.085 459.635 "	""	B	0	0	0	7		0	0	86	y	n	n	y	n	n	n
EVENT	1304712796.468615	32760	1	release	fire	None
STATE	1304712796.487833	32780	1				K U W	y	378.168	500.625	-4.192	3.674	60.000	n	-	-	y	220.0	"437.085 442.314 "	""	B	0	0	0	7		0	0	86	y	n	n	n	n	n	n	21	96	680
STATE	1304712796.520774	32812	1				K U W	y	374.127	496.691	-4.042	3.934	60.000	n	-	-	y	220.0	"447.085 424.994 "	""	B	0	0	0	7		0	0	86	y	n	n	n	n	n	n	21	96	680
EVENT	1304712796.534590	32826	1	collide	missile_0	fortress
EVENT	1304712796.534725	32826	1	score+	vlner	1
STATE	1304712796.553916	32846	1				K U W	y	370.235	492.497	-3.892	4.194	60.000	n	-	-	y	220.0	""	""	B	0	0	0	8		0	0	86	y	n	n	n	n	n	n
STATE	1304712796.587027	32879	1				K U W	y	366.494	488.044	-3.742	4.453	60.000	n	-	-	y	220.0	""	""	B	0	0	0	8		0	0	86	y	n	n	n	n	n	n
STATE	1304712796.620030	32912	1				K U W	y	362.902	483.331	-3.592	4.713	60.000	n	-	-	y	220.0	""	""	B	0	0	0	8		0	0	86	y	n	n	n	n	n	n	22	622	467
STATE	1304712796.653113	32945	1				K U W	y	359.461	478.358	-3.442	4.973	60.000	n	-	-	y	220.0	""	""	B	0	0	0	8		0	0	86	y	n	n	n	n	n	n	22	623	465
EVENT	1304712796.667196	32959	1	score-	vlcty	7
EVENT	1304712796.667272	32959	1	score-	flight	7
EVENT	1304712796.667343	32959	1	score+	cntrl	6
EVENT	1304712796.667427	32959	1	score+	flight	6
STATE	1304712796.686702	32978	1				K U W	y	356.169	473.125	-3.292	5.233	60.000	n	-	-	y	220.0	""	""	B	0	0	0	8		0	0	86	y	n	n	n	n	n	n	22	623	465
EVENT	1304712796.700486	32992	1	press	right	None
STATE	1304712796.719526	33010	1				K U W	y	353.028	467.633	-3.142	5.493	60.000	n	-	-	y	200.0	""	""	B	0	0	0	8		0	0	86	y	n	y	n	n	n	n	22	624	465
STATE	1304712796.753121	33044	1				K U W	y	350.062	461.897	-2.965	5.735	54.000	n	-	-	y	200.0	""	""	B	0	0	0	8		0	0	86	y	n	y	n	n	n	n	22	624	465
STATE	1304712796.785811	33077	1				K U W	y	347.298	455.939	-2.764	5.958	48.000	n	-	-	y	200.0	""	""	B	0	0	0	8		0	0	86	y	n	y	n	n	n	n	22	625	466
STATE	1304712796.818858	33110	1				K U W	y	344.756	449.939	-2.542	6.000	42.000	n	-	-	y	200.0	""	""	B	0	0	0	8		0	0	86	y	n	y	n	n	n	n	22	625	467
EVENT	1304712796.832742	33123	1	release	right	None
STATE	1304712796.851972	33143	1				K U W	y	342.458	443.939	-2.299	6.000	36.000	n	-	-	y	200.0	""	""	B	0	0	0	8		0	0	86	y	n	n	n	n	n	n	22	625	467
EVENT	1304712796.866590	33157	1	press	fire	None
STATE	1304712796.885950	33177	1				K U W	y	340.401	437.939	-2.056	6.000	36.000	n	-	-	y	200.0	"360.660 430.714 "	""	B	0	0	0	8		0	0	85	y	n	n	y	n	n	n	22	626	468
STATE	1304712796.917884	33209	1				K U W	y	338.588	431.939	-1.813	6.000	36.000	n	-	-	y	200.0	"376.841 418.958 "	""	B	0	0	0	8		0	0	85	y	n	n	y	n	n	n	22	626	468
EVENT	1304712796.931740	33222	1	bonus	target_appears	correct
STATE	1304712796.951686	33242	1				K U W	y	337.017	425.939	-1.571	6.000	36.000	n	-	-	y	180.0	"393.021 407.203 "	""	X	0	0	0	8		0	0	85	y	n	n	y	n	n	n	22	626	469
EVENT	1304712796.964749	33255	1	release	fire	None
STATE	1304712796.984062	33275	1				K U W	y	335.689	419.939	-1.328	6.000	36.000	n	-	-	y	180.0	"409.201 395.447 "	""	X	0	0	0	8		0	0	85	y	n	n	n	n	n	n	22	626	469
EVENT	1304712796.997679	33288	1	collide	missile_0	fortress
EVENT	1304712796.997814	33289	1	score+	vlner	1
STATE	1304712797.017098	33309	1				K U W	y	334.604	413.939	-1.085	6.000	36.000	n	-	-	y	180.0	""	""	X	0	0	0	9		0	0	85	y	n	n	n	n	n	n	22	626	469
STATE	1304712797.048903	33341	1				K U W	y	333.761	407.939	-0.843	6.000	36.000	n	-	-	y	180.0	""	""	X	0	0	0	9		0	0	85	y	n	n	n	n	n	n	22	626	470
EVENT	1304712797.063517	33355	1	press	right	None
STATE	1304712797.083032	33375	1				K U W	y	333.162	401.939	-0.600	6.000	36.000	n	-	-	y	180.0	""	""	X	0	0	0	9		0	0	85	y	n	y	n	n	n	n	22	626	469
STATE	1304712797.114740	33406	1				K U W	y	332.821	395.939	-0.340	6.000	30.000	n	-	-	y	180.0	""	""	X	0	0	0	9		0	0	85	y	n	y	n	n	n	n	22	626	469
STATE	1304712797.147496	33439	1				K U W	y	332.755	389.939	-0.066	6.000	24.000	n	-	-	y	160.0	""	""	X	0	0	0	9		0	0	85	y	n	y	n	n	n	n	22	626	469
STATE	1304712797.181245	33473	1				K U W	y	332.975	383.939	0.219	6.000	18.000	n	-	-	y	160.0	""	""	X	0	0	0	9		0	0	85	y	n	y	n	n	n	n	22	626	470
EVENT	1304712797.194848	33487	1	bonus	target_disappears	None
STATE	1304712797.214243	33506	1				K U W	y	333.488	377.939	0.513	6.000	12.000	n	-	-	y	160.0	""	""	X	0	0	0	9		0	0	85	y	n	y	n	n	n	n	22	626	470
STATE	1304712797.247155	33539	1				K U W	y	334.299	371.939	0.811	6.000	6.000	n	-	-	y	160.0	""	""	X	0	0	0	9		0	0	85	y	n	y	n	n	n	n	22	626	470
STATE	1304712797.279823	33572	1				K U W	y	335.410	365.939	1.111	6.000	0.000	n	-	-	y	160.0	""	""	X	0	0	0	9		0	0	85	y	n	y	n	n	n	n	22	626	469
STATE	1304712797.312456	33604	1				K U W	y	336.819	359.971	1.409	5.969	354.000	n	-	-	y	160.0	""	""	X	0	0	0	9		0	0	85	y	n	y	n	n	n	n	22	627	469
STATE	1304712797.346357	33638	1				K U W	y	338.522	354.064	1.703	5.906	348.000	n	-	-	y	140.0	""	""	X	0	0	0	9		0	0	85	y	n	y	n	n	n	n	22	626	468
EVENT	1304712797.361208	33653	1	press	fire	None
STATE	1304712797.380408	33672	1				K U W	y	340.510	348.251	1.988	5.814	342.000	n	-	-	y	140.0	"360.530 358.742 "	""	X	0	0	0	9		0	0	84	y	n	y	y	n	n	n	22	626	468
STATE	1304712797.412319	33704	1				K U W	y	342.773	342.559	2.262	5.692	336.000	n	-	-	y	140.0	"379.552 364.923 "	""	X	0	0	0	9		0	0	84	y	n	y	y	n	n	n	22	626	468
STATE	1304712797.445531	33737	1				K U W	y	345.295	337.018	2.522	5.542	330.000	n	-	-	y	140.0	"398.573 371.103 "	""	X	0	0	0	9		0	0	84	y	n	y	y	n	n	n	23	625	448
EVENT	1304712797.459625	33751	1	release	right	None
STATE	1304712797.479109	33771	1				K U W	y	348.060	331.652	2.765	5.365	324.000	n	-	-	y	140.0	"417.594 377.283 "	""	X	0	0	0	9		0	0	84	y	n	n	y	n	n	n	23	626	447
EVENT	1304712797.493260	33785	1	release	fire	None
EVENT	1304712797.493331	33785	1	collide	missile_0	fortress
EVENT	1304712797.493459	33785	1	score+	vlner	1
STATE	1304712797.512666	33804	1				K U W	y	351.067	326.464	3.008	5.189	324.000	n	-	-	y	140.0	""	""	X	0	0	0	10		0	0	84	y	n	n	n	n	n	n	23	626	448
STATE	1304712797.544493	33836	1				K U W	y	354.317	321.451	3.250	5.013	324.000	n	-	-	y	140.0	""	""	X	0	0	0	10		0	0	84	y	n	n	n	n	n	n	23	626	447
STATE	1304712797.578324	33870	1				K U W	y	357.810	316.615	3.493	4.836	324.000	n	-	-	y	120.0	""	""	X	0	0	0	10		0	0	84	y	n	n	n	n	n	n	23	626	447
STATE	1304712797.611354	33903	1				K U W	y	361.546	311.955	3.736	4.660	324.000	n	-	-	y	120.0	""	""	X	0	0	0	10		0	0	84	y	n	n	n	n	n	n	23	626	447
EVENT	1304712797.626130	33918	1	press	right	None
STATE	1304712797.645374	33937	1				K U W	y	365.524	307.471	3.978	4.484	324.000	n	-	-	y	120.0	""	""	X	0	0	0	10		0	0	84	y	n	y	n	n	n	n	23	626	447
STATE	1304712797.677262	33969	1				K U W	y	369.725	303.189	4.201	4.283	318.000	n	-	-	y	120.0	""	""	X	0	0	0	10		0	0	84	y	n	y	n	n	n	n	23	626	447
EVENT	1304712797.691332	33983	1	score-	vlcty	7
EVENT	1304712797.691408	33983	1	score-	flight	7
EVENT	1304712797.691478	33983	1	score+	cntrl	6
EVENT	1304712797.691562	33983	1	score+	flight	6
STATE	1304712797.710751	34001	1				K U W	y	374.127	299.129	4.402	4.060	312.000	n	-	-	y	120.0	""	""	X	0	0	0	10		0	0	84	y	n	y	n	n	n	n	23	626	447
STATE	1304712797.743245	34034	1				K U W	y	378.706	295.312	4.578	3.817	306.000	n	-	-	y	120.0	""	""	X	0	0	0	10		0	0	84	y	n	y	n	n	n	n	23	626	447
STATE	1304712797.777118	34068	1				K U W	y	383.434	291.754	4.728	3.557	300.000	n	-	-	y	120.0	""	""	X	0	0	0	10		0	0	84	y	n	y	n	n	n	n
STATE	1304712797.810103	34101	1				K U W	y	388.284	288.471	4.850	3.283	294.000	n	-	-	y	100.0	""	""	X	0	0	0	10		0	0	84	y	n	y	n	n	n	n
EVENT	1304712797.824025	34115	1	release	right	None
STATE	1304712797.843282	34134	1				K U W	y	393.228	285.473	4.943	2.998	288.000	n	-	-	y	100.0	""	""	X	0	0	0	10		0	0	84	y	n	n	n	n	n	n
STATE	1304712797.876215	34167	1				K U W	y	398.263	282.761	5.036	2.713	288.000	n	-	-	y	100.0	""	""	X	0	0	0	10		0	0	84	y	n	n	n	n	n	n
STATE	1304712797.909249	34200	1				K U W	y	403.392	280.333	5.128	2.427	288.000	n	-	-	y	100.0	""	""	X	0	0	0	10		0	0	84	y	n	n	n	n	n	n
STATE	1304712797.941944	34233	1				K U W	y	408.613	278.191	5.221	2.142	288.000	n	-	-	y	100.0	""	""	X	0	0	0	10		0	0	84	y	n	n	n	n	n	n	24	570	448
STATE	1304712797.974918	34266	1				K U W	y	413.927	276.335	5.314	1.857	288.000	n	-	-	y	100.0	""	""	X	0	0	0	10		0	0	84	y	n	n	n	n	n	n	24	571	447
STATE	1304712798.007952	34300	1				K U W	y	419.333	274.763	5.407	1.571	288.000	n	-	-	y	100.0	""	""	X	0	0	0	10		0	0	84	y	n	n	n	n	n	n	24	571	447
EVENT	1304712798.021943	34314	1	press	right	None
EVENT	1304712798.022037	34314	1	bonus	cue_appears	incorrect
STATE	1304712798.041291	34333	1				K U W	y	424.833	273.477	5.499	1.286	288.000	n	-	-	y	80.0	""	""	B	0	0	0	10		0	0	84	y	n	y	n	n	n	n
STATE	1304712798.073245	34365	1				K U W	y	430.394	272.485	5.562	0.993	282.000	n	-	-	y	80.0	""	""	B	0	0	0	10		0	0	84	y	n	y	n	n	n	n	25	647	404
STATE	1304712798.106176	34398	1				K U W	y	435.987	271.790	5.593	0.694	276.000	n	-	-	y	80.0	""	""	B	0	0	0	10		0	0	84	y	n	y	n	n	n	n	25	648	404
STATE	1304712798.139182	34431	1				K U W	y	441.580	271.396	5.593	0.394	270.000	n	-	-	y	80.0	""	""	B	0	0	0	10		0	0	84	y	n	y	n	n	n	n	25	648	403
STATE	1304712798.172287	34464	1				K U W	y	447.142	271.300	5.562	0.096	264.000	n	-	-	y	80.0	""	""	B	0	0	0	10		0	0	84	y	n	y	n	n	n	n	25	649	403
EVENT	1304712798.187161	34479	1	press	fire	None
STATE	1304712798.206533	34498	1				K U W	y	452.641	271.498	5.499	-0.198	258.000	n	-	-	y	80.0	"444.790 293.677 "	""	B	0	0	0	10		0	0	83	y	n	y	y	n	n	n	25	649	402
STATE	1304712798.238758	34530	1				K U W	y	458.048	271.981	5.407	-0.483	252.000	n	-	-	y	80.0	"440.632 313.240 "	""	B	0	0	0	10		0	0	83	y	n	y	y	n	n	n	25	650	402
EVENT	1304712798.251891	34544	1	release	fire	None
STATE	1304712798.271381	34563	1				K U W	y	463.333	272.737	5.285	-0.757	246.000	n	-	-	y	80.0	"436.474 332.803 "	""	B	0	0	0	10		0	0	83	y	n	y	n	n	n	n	25	650	401
EVENT	1304712798.285308	34577	1	release	right	None
EVENT	1304712798.285379	34577	1	bonus	cue_disappears	None
STATE	1304712798.304741	34596	1				K U W	y	468.467	273.754	5.135	-1.017	240.000	n	-	-	y	60.0	"432.316 352.366 "	""	B	0	0	0	10		0	0	83	y	n	n	n	n	n	n	25	651	401
EVENT	1304712798.317407	34609	1	collide	missile_0	fortress
EVENT	1304712798.317546	34609	1	score+	vlner	1
STATE	1304712798.337040	34629	1				K U W	y	473.452	275.031	4.985	-1.277	240.000	n	-	-	y	60.0	""	""	B	0	0	0	11		0	0	83	y	n	n	n	n	n	n	25	652	401
EVENT	1304712798.351599	34643	1	press	fire	None
STATE	1304712798.370960	34663	1				K U W	y	478.286	276.567	4.835	-1.536	240.000	n	-	-	y	60.0	"462.202 294.516 "	""	B	0	0	0	11		0	0	82	y	n	n	y	n	n	n	25	652	400
EVENT	1304712798.384066	34676	1	release	fire	None
STATE	1304712798.403384	34695	1				K U W	y	482.971	278.363	4.685	-1.796	240.000	n	-	-	y	60.0	"452.202 311.837 "	""	B	0	0	0	11		0	0	82	y	n	n	n	n	n	n	25	652	401
STATE	1304712798.436372	34728	1				K U W	y	487.505	280.419	4.535	-2.056	240.000	n	-	-	y	60.0	"442.202 329.157 "	""	B	0	0	0	11		0	0	82	y	n	n	n	n	n	n	25	653	401
STATE	1304712798.469426	34761	1				K U W	y	491.890	282.735	4.385	-2.316	240.000	n	-	-	y	60.0	"432.202 346.478 "	""	B	0	0	0	11		0	0	82	y	n	n	n	n	n	n	25	653	400
STATE	1304712798.502573	34794	1				K U W	y	496.125	285.311	4.235	-2.576	240.000	n	-	-	y	60.0	"422.202 363.798 "	""	B	0	0	0	11		0	0	82	y	n	n	n	n	n	n	25	654	401
STATE	1304712798.535694	34827	1				K U W	y	500.209	288.146	4.085	-2.835	240.000	n	-	-	y	60.0	"412.202 381.119 "	""	B	0	0	0	11		0	0	82	y	n	n	n	n	n	n	25	654	400
STATE	1304712798.568913	34861	1				K U W	y	504.144	291.241	3.935	-3.095	240.000	n	-	-	y	40.0	"402.202 398.439 "	""	B	0	0	0	11		0	0	82	y	n	n	n	n	n	n	25	654	400
STATE	1304712798.602074	34894	1				K U W	y	507.928	294.596	3.785	-3.355	240.000	n	-	-	y	40.0	"392.202 415.760 "	""	B	0	0	0	11		0	0	82	y	n	n	n	n	n	n	25	654	400
STATE	1304712798.635269	34927	1				K U W	y	511.563	298.211	3.635	-3.615	240.000	n	-	-	y	40.0	"382.202 433.080 "	""	B	0	0	0	11		0	0	82	y	n	n	n	n	n	n	25	654	400
STATE	1304712798.668466	34960	1				K U W	y	515.048	302.086	3.485	-3.875	240.000	n	-	-	y	40.0	"372.202 450.401 "	""	B	0	0	0	11		0	0	82	y	n	n	n	n	n	n	25	654	400
STATE	1304712798.701694	34993	1				K U W	y	518.382	306.220	3.335	-4.134	240.000	n	-	-	y	40.0	"362.202 467.721 "	""	B	0	0	0	11		0	0	82	y	n	n	n	n	n	n	25	654	400
EVENT	1304712798.714746	35005	1	score-	vlcty	7
EVENT	1304712798.714822	35006	1	score-	flight	7
EVENT	1304712798.714894	35006	1	score+	cntrl	6
EVENT	1304712798.714977	35006	1	score+	flight	6
STATE	1304712798.734138	35025	1				K U W	y	521.567	310.614	3.185	-4.394	240.000	n	-	-	y	40.0	"352.202 485.042 "	""	B	0	0	0	11		0	0	82	y	n	n	n	n	n	n	25	654	400
STATE	1304712798.767296	35058	1				K U W	y	524.601	315.268	3.035	-4.654	240.000	n	-	-	y	40.0	"342.202 502.362 "	""	B	0	0	0	11		0	0	82	y	n	n	n	n	n	n	25	654	400
EVENT	1304712798.781305	35072	1	press	right	None
STATE	1304712798.800631	35091	1				K U W	y	527.486	320.182	2.885	-4.914	240.000	n	-	-	y	40.0	"332.202 519.683 "	""	B	0	0	0	11		0	0	82	y	n	y	n	n	n	n	26	671	440
EVENT	1304712798.814547	35105	1	press	fire	None
STATE	1304712798.833881	35125	1				K U W	y	530.194	325.339	2.708	-5.157	234.000	n	-	-	y	20.0	"322.202 537.003 516.236 339.668 "	""	B	0	0	0	11		0	0	81	y	n	y	y	n	n	n	26	671	442
EVENT	1304712798.846988	35138	1	spawn	mine	None
EVENT	1304712798.847275	35138	1	new_mine	foe	None
STATE	1304712798.866733	35157	1				K U W	y	532.702	330.718	2.507	-5.380	228.000	y	203.024	489.641	y	20.0	"312.202 554.324 504.480 355.848 "	""	B	0	0	0	11	U	0	0	81	y	n	y	y	n	n	n	26	671	443
STATE	1304712798.898927	35190	1				K U W	y	534.986	336.299	2.285	-5.580	222.000	y	205.747	488.383	y	20.0	"302.202 571.644 492.724 372.028 "	""	B	0	0	0	11	U	0	0	81	y	n	y	y	n	n	n	26	671	444
EVENT	1304712798.912843	35204	1	release	fire	None
STATE	1304712798.932263	35223	1				K U W	y	537.028	342.055	2.042	-5.757	216.000	y	208.492	487.171	y	20.0	"292.202 588.965 480.969 388.209 "	""	B	0	0	0	11	U	0	0	81	y	n	y	n	n	n	n	26	672	445
EVENT	1304712798.946227	35237	1	collide	missile_1	fortress
STATE	1304712798.965572	35256	1				K U W	y	538.810	347.962	1.782	-5.907	210.000	y	211.256	486.006	y	20.0	"282.202 606.285 "	""	B	0	0	0	11	U	0	0	81	y	n	y	n	n	n	n	26	672	445
STATE	1304712798.997400	35288	1				K U W	y	540.318	353.962	1.508	-6.000	204.000	y	214.040	484.889	y	20.0	"272.202 623.606 "	""	B	0	0	0	11	U	0	0	81	y	n	y	n	n	n	n	26	672	445
EVENT	1304712799.013265	35305	1	press	fire	None
STATE	1304712799.032531	35324	1				K U W	y	541.541	359.962	1.223	-6.000	198.000	y	216.843	483.820	y	0.0	"262.202 640.926 519.763 363.113 "	""	B	0	0	0	11	U	0	0	80	y	n	y	y	n	n	n	27	696	465
STATE	1304712799.064733	35356	1				K U W	y	542.470	365.962	0.929	-6.000	192.000	y	219.664	482.799	y	0.0	"252.202 658.247 500.742 369.294 "	""	B	0	0	0	11	U	0	0	80	y	n	y	y	n	n	n	27	697	464
EVENT	1304712799.078672	35370	1	release	fire	None
STATE	1304712799.097959	35390	1				K U W	y	543.101	371.962	0.631	-6.000	186.000	y	222.502	481.826	y	0.0	"242.202 675.567 481.721 375.474 "	""	B	0	0	0	11	U	0	0	80	y	n	y	n	n	n	n	27	698	463
EVENT	1304712799.111633	35403	1	collide	missile_1	fortress
STATE	1304712799.131167	35423	1				K U W	y	543.432	377.962	0.331	-6.000	180.000	y	225.356	480.902	y	0.0	"232.202 692.888 "	""	B	0	0	0	11	U	0	0	80	y	n	y	n	n	n	n	27	698	463
EVENT	1304712799.145143	35437	1	release	right	None
STATE	1304712799.164661	35456	1				K U W	y	543.464	383.930	0.033	-5.969	174.000	y	228.226	480.027	y	0.0	"222.202 710.209 "	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	27	698	464
STATE	1304712799.196792	35489	1				K U W	y	543.198	389.868	-0.266	-5.937	174.000	y	231.110	479.202	y	0.0	"212.202 727.529 "	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	27	698	463
STATE	1304712799.229732	35521	1				K U W	y	542.634	395.774	-0.564	-5.906	174.000	y	234.008	478.426	y	340.0	"202.202 744.850 "	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	27	698	463
STATE	1304712799.262525	35554	1				K U W	y	541.771	401.648	-0.863	-5.875	174.000	y	236.919	477.700	y	340.0	"192.202 762.170 "	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	27	697	463
STATE	1304712799.296437	35588	1				K U W	y	540.611	407.491	-1.161	-5.843	174.000	y	239.842	477.024	y	340.0	"182.202 779.491 "	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	27	697	462
EVENT	1304712799.310124	35602	1	bounds_remove	missile	None
STATE	1304712799.329348	35621	1				K U W	y	539.151	413.303	-1.459	-5.812	174.000	y	242.776	476.399	y	340.0	""	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	27	697	462
STATE	1304712799.362339	35654	1				K U W	y	537.394	419.084	-1.758	-5.780	174.000	y	245.721	475.826	y	340.0	""	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	27	696	461
STATE	1304712799.395070	35687	1				K U W	y	535.338	424.833	-2.056	-5.749	174.000	y	248.675	475.306	y	340.0	""	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	27	696	461
STATE	1304712799.428092	35720	1				K U W	y	532.983	430.551	-2.354	-5.718	174.000	y	251.639	474.840	y	320.0	""	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	27	696	461
STATE	1304712799.461054	35753	1				K U W	y	530.331	436.237	-2.653	-5.686	174.000	y	254.611	474.428	y	320.0	""	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	27	696	461
STATE	1304712799.493904	35786	1				K U W	y	527.380	441.892	-2.951	-5.655	174.000	y	257.589	474.073	y	320.0	""	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	27	696	461
STATE	1304712799.526990	35819	1				K U W	y	524.130	447.516	-3.249	-5.624	174.000	y	260.575	473.775	y	320.0	""	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n
STATE	1304712799.559878	35852	1				K U W	y	520.582	453.108	-3.548	-5.592	174.000	y	263.565	473.538	y	320.0	""	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	28	683	519
STATE	1304712799.593018	35885	1				K U W	y	516.736	458.669	-3.846	-5.561	174.000	y	266.560	473.362	y	300.0	""	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	28	683	518
STATE	1304712799.626139	35918	1				K U W	y	512.592	464.199	-4.144	-5.530	174.000	y	269.558	473.250	y	300.0	""	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	28	684	519
STATE	1304712799.658960	35951	1				K U W	y	508.149	469.697	-4.443	-5.498	174.000	y	272.558	473.205	y	300.0	""	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	28	683	520
STATE	1304712799.691736	35983	1				K U W	y	503.408	475.164	-4.741	-5.467	174.000	y	275.558	473.231	y	300.0	""	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	28	684	520
STATE	1304712799.724639	36015	1				K U W	y	498.368	480.599	-5.040	-5.436	174.000	y	278.556	473.330	y	300.0	""	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	28	684	521
EVENT	1304712799.739717	36030	1	score-	vlcty	7
EVENT	1304712799.739793	36031	1	score-	flight	7
EVENT	1304712799.739864	36031	1	score+	cntrl	6
EVENT	1304712799.739946	36031	1	score+	flight	6
STATE	1304712799.759352	36050	1				K U W	y	493.030	486.004	-5.338	-5.404	174.000	y	281.551	473.507	y	280.0	""	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	28	684	521
STATE	1304712799.792566	36083	1				K U W	y	487.394	491.376	-5.636	-5.373	174.000	y	284.539	473.766	y	280.0	""	""	B	0	0	0	11	U	0	0	80	y	n	n	n	n	n	n	28	684	522
EVENT	1304712799.807316	36098	1	press	fire	None
