event_type	system_clock	game_time	current_game	e1	e2	e3	foes	ship_alive	ship_x	ship_y	ship_vel_x	ship_vel_y	ship_orientation	distance	mine_alive	mine_x	mine_y	fortress_alive	fortress_orientation	missile	shell	bonus	score_pnts	score_cntrl	score_vlcty	score_vlner	score_iff	score_intrvl	score_speed	score_shots	score_flight	score_fortress	score_mine	score_bonus	thrust_key	left_key	right_key	fire_key	iff_key	shots_key	pnts_key	configfixation_number	fix_x	fix_y
EVENT	1305128567.606678	45419	1	first_tag	foe	None
STATE	1305128567.626184	45438	1				N Q V	y	144.828	519.523	-1.540	-3.092	60.000	323	y	205.981	410.612	y	200.0	""	"362.775 417.899 "	A	0	0	0	5	N	133	0	69	365	0	20	0	n	n	n	n	y	n	n	34	367	479
STATE	1305128567.657558	45470	1				N Q V	y	143.288	522.615	-1.540	-3.092	60.000	326	y	204.516	413.229	y	200.0	""	"357.045 419.677 "	A	0	0	0	5	N	133	0	69	365	0	20	0	n	n	n	n	y	n	n	34	367	479
STATE	1305128567.690996	45503	1				N Q V	y	141.748	525.707	-1.540	-3.092	60.000	329	y	203.054	415.849	y	200.0	""	"351.314 421.455 "	A	0	0	0	5	N	133	0	69	365	0	20	0	n	n	n	n	y	n	n	35	381	524
STATE	1305128567.724259	45536	1				N Q V	y	140.208	528.799	-1.540	-3.092	60.000	331	y	201.595	418.471	y	200.0	""	"345.584 423.234 "	A	0	0	0	5	N	133	0	69	365	0	20	0	n	n	n	n	y	n	n	35	381	524
EVENT	1305128567.737413	45550	1	release	iff	None
STATE	1305128567.756639	45569	1				N Q V	y	138.668	531.891	-1.540	-3.092	60.000	334	y	200.140	421.094	y	200.0	""	"339.853 425.012 "	A	0	0	0	5	N	133	0	69	365	0	20	0	n	n	n	n	n	n	n	35	381	524
STATE	1305128567.790093	45602	1				N Q V	y	137.128	534.983	-1.540	-3.092	60.000	337	y	198.687	423.719	y	200.0	""	"334.123 426.791 "	A	0	0	0	5	N	133	0	69	365	0	20	0	n	n	n	n	n	n	n	35	381	525
STATE	1305128567.822545	45635	1				N Q V	y	135.588	538.074	-1.540	-3.092	60.000	339	y	197.238	426.346	y	200.0	""	"328.393 428.569 "	A	0	0	0	5	N	133	0	69	365	0	20	0	n	n	n	n	n	n	n	35	381	526
STATE	1305128567.856145	45668	1				N Q V	y	134.048	541.166	-1.540	-3.092	60.000	342	y	195.791	428.974	y	200.0	""	"322.662 430.348 "	A	0	0	0	5	N	133	0	69	365	0	20	0	n	n	n	n	n	n	n	35	380	527
EVENT	1305128567.870052	45682	1	press	iff	None
EVENT	1305128567.870178	45682	1	second_tag	foe	None
STATE	1305128567.889868	45702	1				N Q V	y	132.508	544.258	-1.540	-3.092	60.000	345	y	194.348	431.604	y	200.0	""	"316.932 432.126 "	A	0	0	0	5	N	263	0	69	365	0	20	0	n	n	n	n	y	n	n	35	380	528
STATE	1305128567.922195	45734	1				N Q V	y	130.968	547.350	-1.540	-3.092	60.000	348	y	192.907	434.235	y	200.0	""	"311.202 433.905 "	A	0	0	0	5	N	263	0	69	365	0	20	0	n	n	n	n	y	n	n	35	380	529
EVENT	1305128567.935418	45748	1	release	iff	None
STATE	1305128567.955018	45767	1				N Q V	y	129.428	550.442	-1.540	-3.092	60.000	350	y	191.469	436.868	y	200.0	""	"305.471 435.683 "	A	0	0	0	5	N	263	0	69	365	0	20	0	n	n	n	n	n	n	n	35	379	530
STATE	1305128567.988137	45800	1				N Q V	y	127.889	553.534	-1.540	-3.092	60.000	353	y	190.033	439.502	y	200.0	""	"299.741 437.462 "	A	0	0	0	5	N	263	0	69	365	0	20	0	n	n	n	n	n	n	n	35	379	531
EVENT	1305128568.001177	45814	1	bonus	target_appears	incorrect
STATE	1305128568.020580	45834	1				N Q V	y	126.349	556.626	-1.540	-3.092	60.000	356	y	188.600	442.138	y	200.0	""	"294.011 439.240 "	Y	0	0	0	5	N	263	0	69	365	0	20	0	n	n	n	n	n	n	n	35	379	532
STATE	1305128568.054104	45867	1				N Q V	y	124.809	559.718	-1.540	-3.092	60.000	359	y	187.170	444.775	y	200.0	""	"288.280 441.019 "	Y	0	0	0	5	N	263	0	69	365	0	20	0	n	n	n	n	n	n	n	35	379	532
STATE	1305128568.086359	45900	1				N Q V	y	123.269	562.810	-1.540	-3.092	60.000	362	y	185.741	447.413	y	200.0	""	"282.550 442.797 "	Y	0	0	0	5	N	263	0	69	365	0	20	0	n	n	n	n	n	n	n	35	378	533
EVENT	1305128568.101350	45915	1	press	fire	None
STATE	1305128568.121111	45934	1				N Q V	y	121.729	565.902	-1.540	-3.092	60.000	364	y	184.315	450.052	y	200.0	"134.519 543.325 "	"276.819 444.576 "	Y	0	0	0	5	N	263	0	68	365	0	20	0	n	n	n	y	n	n	n	35	378	534
STATE	1305128568.152576	45966	1				N Q V	y	120.189	568.994	-1.540	-3.092	60.000	367	y	182.892	452.693	y	200.0	"144.519 526.004 "	"271.089 446.354 "	Y	0	0	0	5	N	263	0	68	365	0	20	0	n	n	n	y	n	n	n	35	377	535
EVENT	1305128568.166662	45980	1	score+	flight	37.0507023832
EVENT	1305128568.166757	45980	1	score+	vlcty	7
EVENT	1305128568.166840	45980	1	score+	flight	7
EVENT	1305128568.166924	45980	1	score+	cntrl	3.0
EVENT	1305128568.167049	45980	1	score+	flight	3.0
STATE	1305128568.186506	46000	1				N Q V	y	118.649	572.086	-1.540	-3.092	60.000	370	y	181.470	455.335	y	200.0	"154.519 508.684 "	"265.359 448.132 "	Y	0	0	0	5	N	263	0	68	412	0	20	0	n	n	n	y	n	n	n	35	377	535
EVENT	1305128568.199772	46012	1	release	fire	None
EVENT	1305128568.199843	46012	1	fire	fortress	ship
STATE	1305128568.219608	46032	1				N Q V	y	117.109	575.178	-1.540	-3.092	60.000	373	y	180.051	457.978	y	200.0	"164.519 491.363 "	"259.628 449.911 437.763 395.928 "	Y	0	0	0	5	N	263	0	68	412	0	20	0	n	n	n	n	n	n	n	35	377	536
EVENT	1305128568.232590	46045	1	collide	missile_0	mine_0
EVENT	1305128568.232675	46045	1	collide	tagged_foe_mine	None
EVENT	1305128568.232777	46045	1	score+	mines	30
STATE	1305128568.252294	46064	1				N Q V	y	115.569	578.270	-1.540	-3.092	60.000	376	n	-	-	y	200.0	""	"253.898 451.689 432.526 398.855 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	n	n	n	n	n	n	n	35	376	537
EVENT	1305128568.265101	46077	1	bonus	target_disappears	None
STATE	1305128568.284703	46097	1				N Q V	y	114.029	581.362	-1.540	-3.092	60.000	379	n	-	-	y	200.0	""	"248.168 453.468 427.288 401.783 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	n	n	n	n	n	n	n	35	376	537
STATE	1305128568.318172	46130	1				N Q V	y	112.489	584.454	-1.540	-3.092	60.000	381	n	-	-	y	200.0	""	"242.437 455.246 422.051 404.711 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	n	n	n	n	n	n	n	35	376	538
STATE	1305128568.350416	46163	1				N Q V	y	110.949	587.546	-1.540	-3.092	60.000	384	n	-	-	y	200.0	""	"236.707 457.025 416.814 407.638 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	n	n	n	n	n	n	n	35	376	539
STATE	1305128568.383696	46196	1				N Q V	y	109.409	590.638	-1.540	-3.092	60.000	387	n	-	-	y	200.0	""	"230.977 458.803 411.577 410.566 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	n	n	n	n	n	n	n	35	375	539
STATE	1305128568.416764	46229	1				N Q V	y	107.869	593.730	-1.540	-3.092	60.000	390	n	-	-	y	200.0	""	"225.246 460.582 406.339 413.494 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	n	n	n	n	n	n	n	35	375	540
STATE	1305128568.450232	46262	1				N Q V	y	106.329	596.822	-1.540	-3.092	60.000	393	n	-	-	y	200.0	""	"219.516 462.360 401.102 416.422 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	n	n	n	n	n	n	n	35	375	540
STATE	1305128568.482670	46295	1				N Q V	y	104.789	599.914	-1.540	-3.092	60.000	396	n	-	-	y	200.0	""	"213.785 464.139 395.865 419.349 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	n	n	n	n	n	n	n	35	374	541
STATE	1305128568.515948	46328	1				N Q V	y	103.250	603.006	-1.540	-3.092	60.000	399	n	-	-	y	200.0	""	"208.055 465.917 390.628 422.277 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	n	n	n	n	n	n	n	35	374	541
STATE	1305128568.549263	46361	1				N Q V	y	101.710	606.098	-1.540	-3.092	60.000	402	n	-	-	y	200.0	""	"202.325 467.696 385.390 425.205 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	n	n	n	n	n	n	n	35	374	542
EVENT	1305128568.563219	46375	1	press	thrust	None
STATE	1305128568.582631	46395	1				N Q V	y	100.170	609.190	-1.540	-3.092	60.000	405	n	-	-	y	200.0	""	"196.594 469.474 380.153 428.132 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	y	n	n	n	n	n	n	35	374	542
EVENT	1305128568.596596	46409	1	press	right	None
STATE	1305128568.615947	46428	1				N Q V	y	98.780	612.022	-1.390	-2.832	60.000	407	n	-	-	y	200.0	""	"190.864 471.253 374.916 431.060 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	y	n	y	n	n	n	n	35	373	542
STATE	1305128568.648149	46460	1				N Q V	y	97.566	614.611	-1.214	-2.589	54.000	410	n	-	-	y	200.0	""	"185.134 473.031 369.679 433.988 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	y	n	y	n	n	n	n	35	373	543
STATE	1305128568.680676	46493	1				N Q V	y	96.553	616.978	-1.013	-2.367	48.000	412	n	-	-	y	200.0	""	"179.403 474.809 364.442 436.915 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	y	n	y	n	n	n	n	35	373	543
STATE	1305128568.714036	46526	1				N Q V	y	95.763	619.144	-0.790	-2.166	42.000	414	n	-	-	y	200.0	""	"173.673 476.588 359.204 439.843 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	y	n	y	n	n	n	n	35	373	543
EVENT	1305128568.728179	46540	1	release	right	None
STATE	1305128568.747858	46560	1				N Q V	y	95.216	621.133	-0.547	-1.989	36.000	415	n	-	-	y	200.0	""	"167.943 478.366 353.967 442.771 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	y	n	n	n	n	n	n
STATE	1305128568.780361	46593	1				N Q V	y	94.912	622.946	-0.305	-1.813	36.000	417	n	-	-	y	200.0	""	"162.212 480.145 348.730 445.698 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	y	n	n	n	n	n	n	36	373	635
STATE	1305128568.813064	46625	1				N Q V	y	94.850	624.583	-0.062	-1.637	36.000	418	n	-	-	y	200.0	""	"156.482 481.923 343.493 448.626 "	Y	0	0	0	5	-	0	0	68	412	0	50	0	y	n	n	n	n	n	n	36	372	636
EVENT	1305128568.827837	46640	1	press	fire	None
STATE	1305128568.847547	46660	1				N Q V	y	95.031	626.043	0.181	-1.460	36.000	418	n	-	-	y	200.0	"113.053 611.358 "	"150.752 483.702 338.255 451.554 "	Y	0	0	0	5	-	0	0	67	412	0	50	0	y	n	n	y	n	n	n	36	372	636
STATE	1305128568.879481	46692	1				N Q V	y	95.454	627.327	0.424	-1.284	36.000	419	n	-	-	y	200.0	"129.233 599.602 "	"145.021 485.480 333.018 454.482 "	Y	0	0	0	5	-	0	0	67	412	0	50	0	y	n	n	y	n	n	n	36	371	635
EVENT	1305128568.892656	46705	1	release	fire	None
STATE	1305128568.912235	46724	1				N Q V	y	96.121	628.435	0.666	-1.108	36.000	419	n	-	-	y	200.0	"145.413 587.846 "	"139.291 487.259 327.781 457.409 "	Y	0	0	0	5	-	0	0	67	412	0	50	0	y	n	n	n	n	n	n	36	370	635
STATE	1305128568.944865	46757	1				N Q V	y	97.030	629.367	0.909	-0.931	36.000	419	n	-	-	y	200.0	"161.594 576.091 "	"133.560 489.037 322.544 460.337 "	Y	0	0	0	5	-	0	0	67	412	0	50	0	y	n	n	n	n	n	n	36	370	634
STATE	1305128568.977910	46790	1				N Q V	y	98.181	630.122	1.152	-0.755	36.000	418	n	-	-	y	200.0	"177.774 564.335 "	"127.830 490.816 317.306 463.265 "	Y	0	0	0	5	-	0	0	67	412	0	50	0	y	n	n	n	n	n	n	36	369	634
STATE	1305128569.011125	46824	1				N Q V	y	99.576	630.700	1.394	-0.579	36.000	417	n	-	-	y	200.0	"193.954 552.579 "	"122.100 492.594 312.069 466.192 "	Y	0	0	0	5	-	0	0	67	412	0	50	0	y	n	n	n	n	n	n	36	369	633
EVENT	1305128569.023228	46836	1	fire	fortress	ship
STATE	1305128569.042827	46856	1				N Q V	y	101.213	631.103	1.637	-0.402	36.000	416	n	-	-	y	200.0	"210.135 540.823 "	"116.369 494.373 306.832 469.120 438.077 396.430 "	Y	0	0	0	5	-	0	0	67	412	0	50	0	y	n	n	n	n	n	n	36	369	633
STATE	1305128569.076211	46889	1				N Q V	y	103.093	631.329	1.880	-0.226	36.000	415	n	-	-	y	200.0	"226.315 529.068 "	"110.639 496.151 301.595 472.048 433.154 399.859 "	Y	0	0	0	5	-	0	0	67	412	0	50	0	y	n	n	n	n	n	n	36	369	633
EVENT	1305128569.089185	46902	1	bonus	cue_appears	incorrect
STATE	1305128569.108721	46922	1				N Q V	y	105.215	631.379	2.123	-0.050	36.000	413	n	-	-	y	200.0	"242.495 517.312 "	"104.909 497.930 296.357 474.975 428.231 403.289 "	B	0	0	0	5	-	0	0	67	412	0	50	0	y	n	n	n	n	n	n
STATE	1305128569.142146	46955	1				N Q V	y	107.581	631.252	2.365	0.127	36.000	411	n	-	-	y	200.0	"258.676 505.556 "	"99.178 499.708 291.120 477.903 423.307 406.719 "	B	0	0	0	5	-	0	0	67	412	0	50	0	y	n	n	n	n	n	n	37	445	580
STATE	1305128569.174721	46988	1				N Q V	y	110.189	630.949	2.608	0.303	36.000	409	n	-	-	y	200.0	"274.856 493.801 "	"93.448 501.486 285.883 480.831 418.384 410.148 "	B	0	0	0	5	-	0	0	67	412	0	50	0	y	n	n	n	n	n	n	37	445	581
EVENT	1305128569.188917	47001	1	score+	flight	40.6529292924
EVENT	1305128569.189011	47001	1	score+	vlcty	7
EVENT	1305128569.189094	47001	1	score+	flight	7
EVENT	1305128569.189177	47001	1	score+	cntrl	3.0
EVENT	1305128569.189261	47001	1	score+	flight	3.0
STATE	1305128569.209087	47021	1				N Q V	y	113.039	630.470	2.851	0.479	36.000	406	n	-	-	y	200.0	"291.036 482.045 "	"87.718 503.265 280.646 483.758 413.461 413.578 "	B	0	0	0	5	-	0	0	67	462	0	50	0	y	n	n	n	n	n	n	37	445	581
STATE	1305128569.240749	47053	1				N Q V	y	116.133	629.814	3.093	0.656	36.000	403	n	-	-	y	200.0	"307.217 470.289 "	"81.987 505.043 275.409 486.686 408.538 417.008 "	B	0	0	0	5	-	0	0	67	462	0	50	0	y	n	n	n	n	n	n	37	446	581
STATE	1305128569.274397	47087	1				N Q V	y	119.469	628.982	3.336	0.832	36.000	400	n	-	-	y	200.0	"323.397 458.534 "	"76.257 506.822 270.171 489.614 403.615 420.437 "	B	0	0	0	5	-	0	0	67	462	0	50	0	y	n	n	n	n	n	n	37	446	581
STATE	1305128569.306743	47119	1				N Q V	y	123.047	627.974	3.579	1.008	36.000	396	n	-	-	y	200.0	"339.577 446.778 "	"70.526 508.600 264.934 492.542 398.692 423.867 "	B	0	0	0	5	-	0	0	67	462	0	50	0	y	n	n	n	n	n	n	37	446	581
STATE	1305128569.340449	47153	1				N Q V	y	126.869	626.789	3.821	1.185	36.000	393	n	-	-	y	200.0	"355.758 435.022 "	"64.796 510.379 259.697 495.469 393.769 427.297 "	B	0	0	0	5	-	0	0	67	462	0	50	0	y	n	n	n	n	n	n
EVENT	1305128569.353360	47166	1	bonus	cue_disappears	None
STATE	1305128569.373083	47185	1				N Q V	y	130.933	625.428	4.064	1.361	36.000	389	n	-	-	y	200.0	"371.938 423.266 "	"59.066 512.157 254.460 498.397 388.845 430.726 "	B	0	0	0	5	-	0	0	67	462	0	50	0	y	n	n	n	n	n	n	38	590	519
STATE	1305128569.405253	47217	1				N Q V	y	135.240	623.891	4.307	1.537	36.000	384	n	-	-	y	200.0	"388.118 411.511 "	"53.335 513.936 249.222 501.325 383.922 434.156 "	B	0	0	0	5	-	0	0	67	462	0	50	0	y	n	n	n	n	n	n	38	591	520
STATE	1305128569.438472	47251	1				N Q V	y	139.790	622.178	4.550	1.714	36.000	380	n	-	-	y	200.0	"404.299 399.755 "	"47.605 515.714 243.985 504.252 378.999 437.586 "	B	0	0	0	5	-	0	0	67	462	0	50	0	y	n	n	n	n	n	n	38	591	520
EVENT	1305128569.452215	47264	1	collide	missile_0	fortress
EVENT	1305128569.452348	47265	1	score+	vlner	1
STATE	1305128569.471828	47284	1				N Q V	y	144.582	620.288	4.792	1.890	36.000	375	n	-	-	y	200.0	""	"41.875 517.493 238.748 507.180 374.076 441.015 "	B	0	0	0	6	-	0	0	67	462	0	50	0	y	n	n	n	n	n	n	38	592	520
STATE	1305128569.505492	47318	1				N Q V	y	149.617	618.221	5.035	2.066	36.000	369	n	-	-	y	200.0	""	"36.144 519.271 233.511 510.108 369.153 444.445 "	B	0	0	0	6	-	0	0	67	462	0	50	0	y	n	n	n	n	n	n	38	592	520
STATE	1305128569.537808	47350	1				N Q V	y	154.895	615.979	5.278	2.243	36.000	364	n	-	-	y	200.0	""	"30.414 521.050 228.273 513.035 364.230 447.875 "	B	0	0	0	6	-	0	0	67	462	0	50	0	y	n	n	n	n	n	n	38	592	520
STATE	1305128569.570980	47383	1				N Q V	y	160.415	613.560	5.520	2.419	36.000	358	n	-	-	y	200.0	""	"24.684 522.828 223.036 515.963 359.306 451.304 "	B	0	0	0	6	-	0	0	67	462	0	50	0	y	n	n	n	n	n	n	38	593	520
STATE	1305128569.604385	47417	1				N Q V	y	166.178	610.965	5.763	2.595	36.000	352	n	-	-	y	200.0	""	"18.953 524.607 217.799 518.891 354.383 454.734 "	B	0	0	0	6	-	0	0	67	462	0	50	0	y	n	n	n	n	n	n	38	593	520
EVENT	1305128569.618325	47431	1	press	fire	None
STATE	1305128569.637802	47450	1				N Q V	y	172.178	608.193	6.000	2.772	36.000	345	n	-	-	y	200.0	"184.381 597.739 "	"13.223 526.385 212.562 521.819 349.460 458.164 "	B	0	0	0	6	-	0	0	66	462	0	50	0	y	n	n	y	n	n	n	38	593	520
STATE	1305128569.670263	47482	1				N Q V	y	178.178	605.245	6.000	2.948	36.000	339	n	-	-	y	200.0	"200.561 585.984 "	"7.492 528.163 207.325 524.746 344.537 461.593 "	B	0	0	0	6	-	0	0	66	462	0	50	0	y	n	n	y	n	n	n	38	593	520
STATE	1305128569.702714	47515	1				N Q V	y	184.178	602.121	6.000	3.124	36.000	332	n	-	-	y	200.0	"216.742 574.228 "	"1.762 529.942 202.087 527.674 339.614 465.023 "	B	0	0	0	6	-	0	0	66	462	0	50	0	y	n	n	y	n	n	n	38	593	520
EVENT	1305128569.716678	47529	1	release	fire	None
EVENT	1305128569.716748	47529	1	bounds_remove	shell	None
STATE	1305128569.736312	47548	1				N Q V	y	190.178	598.820	6.000	3.301	36.000	326	n	-	-	y	200.0	"232.922 562.472 "	"196.850 530.602 334.691 468.453 "	B	0	0	0	6	-	0	0	66	462	0	50	0	y	n	n	n	n	n	n	38	593	520
STATE	1305128569.768469	47581	1				N Q V	y	196.178	595.343	6.000	3.477	36.000	319	n	-	-	y	200.0	"249.102 550.717 "	"191.613 533.529 329.768 471.882 "	B	0	0	0	6	-	0	0	66	462	0	50	0	y	n	n	n	n	n	n	38	593	520
STATE	1305128569.801932	47614	1				N Q V	y	202.178	591.690	6.000	3.653	36.000	312	n	-	-	y	200.0	"265.283 538.961 "	"186.376 536.457 324.844 475.312 "	B	0	0	0	6	-	0	0	66	462	0	50	0	y	n	n	n	n	n	n
STATE	1305128569.835631	47648	1				N Q V	y	208.178	587.860	6.000	3.830	36.000	305	n	-	-	y	200.0	"281.463 527.205 "	"181.138 539.385 319.921 478.742 "	B	0	0	0	6	-	0	0	66	462	0	50	0	y	n	n	n	n	n	n	39	381	574
EVENT	1305128569.848717	47661	1	fire	fortress	ship
STATE	1305128569.868232	47680	1				N Q V	y	214.178	583.854	6.000	4.006	36.000	297	n	-	-	y	200.0	"297.643 515.449 "	"175.901 542.312 314.998 482.171 438.392 396.843 "	B	0	0	0	6	-	0	0	66	462	0	50	0	y	n	n	n	n	n	n	39	381	573
STATE	1305128569.900577	47713	1				N Q V	y	220.178	579.672	6.000	4.182	36.000	290	n	-	-	y	200.0	"313.824 503.694 "	"170.664 545.240 310.075 485.601 433.785 400.686 "	B	0	0	0	6	-	0	0	66	462	0	50	0	y	n	n	n	n	n	n	39	381	573
STATE	1305128569.933790	47746	1				N Q V	y	226.178	575.313	6.000	4.359	36.000	283	n	-	-	y	220.0	"330.004 491.938 "	"165.427 548.168 305.152 489.031 429.177 404.529 "	B	0	0	0	6	-	0	0	66	462	0	50	0	y	n	n	n	n	n	n
STATE	1305128569.967285	47779	1				N Q V	y	232.178	570.778	6.000	4.535	36.000	275	n	-	-	y	220.0	"346.184 480.182 "	"160.189 551.095 300.229 492.460 424.569 408.372 "	B	0	0	0	6	-	0	0	66	462	0	50	0	y	n	n	n	n	n	n	40	568	538
STATE	1305128569.999906	47812	1				N Q V	y	238.178	566.067	6.000	4.711	36.000	268	n	-	-	y	220.0	"362.365 468.427 "	"154.952 554.023 295.306 495.890 419.962 412.216 "	B	0	0	0	6	-	0	0	66	462	0	50	0	y	n	n	n	n	n	n	40	568	537
STATE	1305128570.031939	47845	1				N Q V	y	244.178	561.179	6.000	4.888	36.000	260	n	-	-	y	220.0	"378.545 456.671 "	"149.715 556.951 290.382 499.320 415.354 416.059 "	B	0	0	0	6	-	0	0	66	462	0	50	0	y	n	n	n	n	n	n	40	568	536
STATE	1305128570.065034	47878	1				N Q V	y	250.178	556.115	6.000	5.064	36.000	252	n	-	-	y	220.0	"394.725 444.915 "	"144.478 559.879 285.459 502.749 410.746 419.902 "	B	0	0	0	6	-	0	0	66	462	0	50	0	y	n	n	n	n	n	n	40	567	537
STATE	1305128570.098488	47912	1				N Q V	y	256.178	550.875	6.000	5.240	36.000	244	n	-	-	y	220.0	"410.906 433.159 "	"139.240 562.806 280.536 506.179 406.139 423.745 "	B	0	0	0	6	-	0	0	66	462	0	50	0	y	n	n	n	n	n	n	40	567	537
STATE	1305128570.131914	47945	1				N Q V	y	262.178	545.458	6.000	5.417	36.000	236	n	-	-	y	220.0	"427.086 421.404 "	"134.003 565.734 275.613 509.609 401.531 427.588 "	B	0	0	0	6	-	0	0	66	462	0	50	0	y	n	n	n	n	n	n	40	567	537
EVENT	1305128570.145971	47959	1	release	thrust	None
EVENT	1305128570.146042	47959	1	collide	missile_0	fortress
EVENT	1305128570.146168	47959	1	score+	vlner	1
STATE	1305128570.165890	47979	1				N Q V	y	268.178	539.865	6.000	5.593	36.000	228	n	-	-	y	220.0	""	"128.766 568.662 270.690 513.038 396.923 431.431 "	B	0	0	0	7	-	0	0	66	462	0	50	0	n	n	n	n	n	n	n
EVENT	1305128570.178763	47992	1	bonus	target_appears	incorrect
STATE	1305128570.198313	48010	1				N Q V	y	274.178	534.272	6.000	5.593	36.000	220	n	-	-	y	200.0	""	"123.529 571.589 265.767 516.468 392.316 435.274 "	Y	0	0	0	7	-	0	0	66	462	0	50	0	n	n	n	n	n	n	n	41	139	655
EVENT	1305128570.212483	48025	1	score+	flight	21.1942990695
EVENT	1305128570.212581	48025	1	score-	vlcty	7
EVENT	1305128570.212648	48025	1	score-	flight	7
EVENT	1305128570.212716	48025	1	score+	cntrl	6
EVENT	1305128570.212797	48025	1	score+	flight	6
STATE	1305128570.232455	48045	1				N Q V	y	280.178	528.679	6.000	5.593	36.000	211	n	-	-	y	200.0	""	"118.292 574.517 260.844 519.898 387.708 439.117 "	Y	0	0	0	7	-	0	0	66	482	0	50	0	n	n	n	n	n	n	n	41	139	655
STATE	1305128570.264539	48077	1				N Q V	y	286.178	523.086	6.000	5.593	36.000	203	n	-	-	y	200.0	""	"113.054 577.445 255.920 523.327 383.101 442.961 "	Y	0	0	0	7	-	0	0	66	482	0	50	0	n	n	n	n	n	n	n	41	139	655
STATE	1305128570.297970	48110	1				N Q V	y	292.178	517.493	6.000	5.593	36.000	195	n	-	-	y	200.0	""	"107.817 580.372 250.997 526.757 378.493 446.804 "	Y	0	0	0	7	-	0	0	66	482	0	50	0	n	n	n	n	n	n	n
STATE	1305128570.331702	48144	1				N Q V	y	298.178	511.900	6.000	5.593	36.000	187	n	-	-	y	200.0	""	"102.580 583.300 246.074 530.187 373.885 450.647 "	Y	0	0	0	7	-	0	0	66	482	0	50	0	n	n	n	n	n	n	n
STATE	1305128570.364087	48176	1				N Q V	y	304.178	506.307	6.000	5.593	36.000	179	n	-	-	y	200.0	""	"97.343 586.228 241.151 533.616 369.278 454.490 "	Y	0	0	0	7	-	0	0	66	482	0	50	0	n	n	n	n	n	n	n	42	601	501
EVENT	1305128570.378042	48190	1	press	fire	None
STATE	1305128570.398059	48210	1				N Q V	y	310.178	500.714	6.000	5.593	36.000	171	n	-	-	y	200.0	"322.381 493.082 "	"92.105 589.155 236.228 537.046 364.670 458.333 "	Y	0	0	0	7	-	0	0	65	482	0	50	0	n	n	n	y	n	n	n	42	601	501
STATE	1305128570.429254	48241	1				N Q V	y	316.178	495.121	6.000	5.593	36.000	162	n	-	-	y	200.0	"338.561 481.326 "	"86.868 592.083 231.305 540.476 360.062 462.176 "	Y	0	0	0	7	-	0	0	65	482	0	50	0	n	n	n	y	n	n	n	42	601	500
EVENT	1305128570.443336	48256	1	bonus	target_disappears	None
STATE	1305128570.462757	48275	1				N Q V	y	322.178	489.528	6.000	5.593	36.000	154	n	-	-	y	200.0	"354.742 469.571 "	"81.631 595.011 226.381 543.905 355.455 466.019 "	Y	0	0	0	7	-	0	0	65	482	0	50	0	n	n	n	y	n	n	n	42	600	500
EVENT	1305128570.476982	48289	1	release	fire	None
STATE	1305128570.496540	48309	1				N Q V	y	328.178	483.935	6.000	5.593	36.000	146	n	-	-	y	200.0	"370.922 457.815 "	"76.394 597.939 221.458 547.335 350.847 469.862 "	Y	0	0	0	7	-	0	0	65	482	0	50	0	n	n	n	n	n	n	n	42	600	500
EVENT	1305128570.509552	48322	1	collide	shell	2
EVENT	1305128570.509677	48322	1	score-	pnts	50
EVENT	1305128570.509746	48322	1	score-	fortress	50
STATE	1305128570.529206	48341	1				N Q V	y	334.178	478.342	6.000	5.593	36.000	138	n	-	-	y	200.0	"387.102 446.059 "	"71.156 600.866 216.535 550.765 "	Y	0	0	0	7	-	0	0	65	482	-50	50	0	n	n	n	n	n	n	n	42	600	499
STATE	1305128570.561646	48374	1				N Q V	y	340.178	472.749	6.000	5.593	36.000	130	n	-	-	y	200.0	"403.283 434.304 "	"65.919 603.794 211.612 554.194 "	Y	0	0	0	7	-	0	0	65	482	-50	50	0	n	n	n	n	n	n	n	42	600	499
STATE	1305128570.594760	48407	1				N Q V	y	346.178	467.156	6.000	5.593	36.000	121	n	-	-	y	200.0	"419.463 422.548 "	"60.682 606.722 206.689 557.624 "	Y	0	0	0	7	-	0	0	65	482	-50	50	0	n	n	n	n	n	n	n	42	599	499
EVENT	1305128570.608805	48421	1	collide	missile_0	fortress
EVENT	1305128570.608941	48421	1	score+	vlner	1
STATE	1305128570.628400	48441	1				N Q V	y	352.178	461.563	6.000	5.593	36.000	113	n	-	-	y	200.0	""	"55.445 609.649 201.766 561.054 "	Y	0	0	0	8	-	0	0	65	482	-50	50	0	n	n	n	n	n	n	n	42	599	499
